idCliente;idRegiao;primeiroNome;nomeMeio;ultimoNome;dataNascimento;estadoCivil;sexo;email;endereco;telefone
11878;607;Christine;NULL;Nara;1971-02-04;M;F;christine12@adventure-works.com;5784 Yeoman Dr.;792-555-0139
11879;536;Edgar;NULL;Sai;1971-09-30;M;M;edgar6@adventure-works.com;9037 Saddlehill Lane;525-555-0117
11880;548;Melissa;NULL;Sanchez;1965-02-16;M;F;melissa40@adventure-works.com;2524 Fish Dr;409-555-0153
11881;326;Richard;T;Mitchell;1965-01-20;M;M;richard30@adventure-works.com;8998 Adobe Drive;142-555-0165
11882;637;Patrick;L;Stewart;1975-09-05;M;M;patrick27@adventure-works.com;2880 Ponderosa Dr.;115-555-0181
11883;612;Hannah;C;Anderson;1965-02-10;M;F;hannah9@adventure-works.com;5622 Geary;819-555-0146
11884;607;Latoya;S;Shen;1970-04-22;M;F;latoya2@adventure-works.com;2328 Sand View Way;390-555-0186
11885;302;Kurt;NULL;Sharma;1970-09-21;M;M;kurt9@adventure-works.com;4461 Centennial Way;146-555-0179
11886;369;Katelyn;NULL;Parker;1963-07-20;M;F;katelyn30@adventure-works.com;7111 Concord Ct.;451-555-0135
11887;312;Joseph;NULL;White;1963-10-03;M;M;joseph19@adventure-works.com;8656 Lakespring Place;149-555-0116
11888;49;Aaron;N;Ross;1969-12-18;M;M;aaron3@adventure-works.com;2111 Ringing Dr;175-555-0139
11889;633;Blake;NULL;Patterson;1963-11-25;S;M;blake58@adventure-works.com;8129 Golden Rain;473-555-0194
11890;299;Whitney;NULL;Lopez;1964-05-14;M;F;whitney15@adventure-works.com;3098 Eastgate Ave;307-555-0113
11891;300;Jamie;E;Liang;1969-09-13;M;F;jamie20@adventure-works.com;3213 Glenside Dr;138-555-0111
11892;14;Julio;M;Ortega;1975-04-07;M;M;julio23@adventure-works.com;1681 Via Estrella;1 (11) 500 555-0180
11893;18;Orlando;J;Carlson;1974-08-09;M;M;orlando18@adventure-works.com;761 Orchard View Ave.;1 (11) 500 555-0111
11894;25;Ann;NULL;Gonzalez;1980-04-30;M;F;ann23@adventure-works.com;4166 Deercreek Ln.;1 (11) 500 555-0118
11895;23;Dustin;NULL;Chander;1975-01-18;M;M;dustin16@adventure-works.com;5553 Cash Avenue;1 (11) 500 555-0196
11896;16;Frank;NULL;Carlson;1975-05-18;M;M;frank26@adventure-works.com;8851 Northridge Dr.;1 (11) 500 555-0160
11897;38;Orlando;I;Ashe;1974-05-28;S;M;orlando5@adventure-works.com;9478 Rheem Dr.;1 (11) 500 555-0184
11898;20;Angela;T;Henderson;1975-12-31;M;F;angela7@adventure-works.com;9377 Ash Lane;1 (11) 500 555-0118
11899;36;Brenda;NULL;Perez;1976-03-15;S;F;brenda25@adventure-works.com;9935 San Carlos Avenue;1 (11) 500 555-0181
11900;10;Byron;NULL;Carlson;1981-03-03;S;M;byron12@adventure-works.com;4002 Fawn Glen Circle;1 (11) 500 555-0115
11901;3;Stacy;NULL;Alvarez;1973-08-18;S;F;stacy6@adventure-works.com;3917 Catalpa Court;1 (11) 500 555-0171
11902;7;Drew;NULL;Pal;1972-09-14;M;M;drew13@adventure-works.com;8991 Olivera;1 (11) 500 555-0151
11903;21;Kate;L;Raji;1985-10-21;S;F;kate18@adventure-works.com;1225 Santa Lucia;1 (11) 500 555-0124
11904;34;Kaylee;NULL;Cook;1986-05-05;S;F;kaylee18@adventure-works.com;5742 Curtis Drive;1 (11) 500 555-0188
11905;31;Isaiah;NULL;Ramirez;1974-12-14;S;M;isaiah6@adventure-works.com;1069 Central Blvd.;1 (11) 500 555-0177
11906;20;Gabriella;NULL;Sanders;1972-08-17;M;F;gabriella1@adventure-works.com;4938 Nightingale Drive;1 (11) 500 555-0115
11907;19;Sarah;NULL;Garcia;1973-03-07;S;F;sarah18@adventure-works.com;9481 Laguna Street;1 (11) 500 555-0145
11908;38;Rafael;A;Tang;1972-01-08;S;M;rafael27@adventure-works.com;8839 Leonard Dr;1 (11) 500 555-0157
11909;26;Nichole;M;She;1971-08-10;M;F;nichole0@adventure-works.com;7484 Roundtree Drive;1 (11) 500 555-0168
11910;4;Jaclyn;F;Zheng;1971-12-10;M;F;jaclyn21@adventure-works.com;7413 Alpine Drive;1 (11) 500 555-0117
11911;34;Rachael;D;Kapoor;1972-05-15;M;F;rachael1@adventure-works.com;4159 Bayshore Rd.;1 (11) 500 555-0149
11912;27;Rachael;NULL;Sai;1971-06-16;S;F;rachael5@adventure-works.com;5108 Heights Avenue;1 (11) 500 555-0196
11913;37;Rebecca;A.;Robinson;1970-12-09;M;F;rebecca3@adventure-works.com;1861 Chinquapin Ct;648-555-0100
11914;13;Meagan;M;Rana;1979-05-05;S;F;meagan11@adventure-works.com;7867 F Mt Hood Circle;1 (11) 500 555-0118
11915;13;Philip;P;Carlson;1973-09-13;S;M;philip17@adventure-works.com;6672 Mt. Dias Blvd.;1 (11) 500 555-0110
11916;40;Joe;D;Rana;1976-09-03;S;M;joe14@adventure-works.com;6339 E. 108th Street;1 (11) 500 555-0177
11917;3;Roy;R;Sanz;1971-04-21;S;M;roy40@adventure-works.com;5087 Valle Vista Avenue;1 (11) 500 555-0156
11918;2;Kaylee;L;Hill;1969-08-31;M;F;kaylee35@adventure-works.com;8205 Soto St.;1 (11) 500 555-0131
11919;26;Warren;NULL;Andersen;1969-08-17;M;M;warren2@adventure-works.com;7783 Limewood Pl;1 (11) 500 555-0181
11920;20;Adrienne;NULL;Gomez;1975-02-24;S;F;adrienne1@adventure-works.com;4373 Sherry Circle;1 (11) 500 555-0149
11921;33;Gilbert;NULL;Zhu;1970-06-22;M;M;gilbert11@adventure-works.com;2939 West Ct.;1 (11) 500 555-0127
11922;69;James;NULL;Davis;1985-02-13;S;M;james80@adventure-works.com;3704 Elliott Dr.;483-555-0135
11923;343;Sarah;NULL;Bryant;1985-04-21;M;F;sarah42@adventure-works.com;9855 Norse Ct.;197-555-0118
11924;347;Ian;C;Long;1985-04-23;S;M;ian50@adventure-works.com;2389 E Eagle Peak Rd.;212-555-0171
11925;609;Ashlee;NULL;Jai;1984-05-05;S;F;ashlee18@adventure-works.com;6468 Gatewood Court;547-555-0176
11926;546;Eduardo;NULL;Foster;1983-09-15;S;M;eduardo60@adventure-works.com;609 Power Ave.;522-555-0169
11927;638;Nicole;D;Murphy;1984-01-21;S;F;nicole32@adventure-works.com;7468 Franklin Canyon Road;373-555-0118
11928;316;Isabella;M;Morris;1984-03-06;M;F;isabella83@adventure-works.com;8487 Amador;693-555-0146
11929;17;Virginia;NULL;Gonzalez;1962-08-08;S;F;virginia21@adventure-works.com;7566 Keller Ridge Dr.;1 (11) 500 555-0188
11930;12;Jaclyn;M;Nara;1952-10-31;M;F;jaclyn40@adventure-works.com;2121 Royal Ann Lane;1 (11) 500 555-0177
11931;352;Marcus;M;Adams;1984-05-12;S;M;marcus34@adventure-works.com;9246 Westminster Pl;687-555-0170
11932;369;Elizabeth;NULL;Coleman;1984-02-08;M;F;elizabeth35@adventure-works.com;7546 Gonzalez Ct.;400-555-0120
11933;609;Mathew;NULL;Rubio;1982-09-01;S;M;mathew17@adventure-works.com;9911 Northgate Road;430-555-0126
11934;612;Justin;L;Shan;1983-04-13;S;M;justin27@adventure-works.com;9377 Lightwood Drive;215-555-0113
11935;543;Jessica;NULL;Taylor;1983-05-19;S;F;jessica56@adventure-works.com;5843 Mountaire Pkwy.;144-555-0123
11936;634;Hunter;S;Clark;1982-10-09;M;M;hunter51@adventure-works.com;9001 Esperanza;121-555-0144
11937;548;Devin;NULL;Perez;1982-12-03;M;M;devin35@adventure-works.com;8510 G St.;500-555-0169
11938;314;Seth;D;Alexander;1983-03-21;M;M;seth67@adventure-works.com;3842 Algiers Dr.;178-555-0186
11939;329;Kevin;C;Washington;1982-12-20;S;M;kevin16@adventure-works.com;9105 Jacobsen Street;970-555-0114
11940;385;Tyler;E;Miller;1983-01-09;M;M;tyler11@adventure-works.com;9231 Brook Hollow Ct.;456-555-0191
11941;553;Adam;L;Roberts;1982-05-26;S;M;adam34@adventure-works.com;626 Redlands Way;868-555-0122
11942;10;George;L;Gonzalez;1954-12-11;M;M;george25@adventure-works.com;80 San Remo Ct;1 (11) 500 555-0181
11943;40;Dawn;E;Huang;1954-08-27;M;F;dawn7@adventure-works.com;1318 Ramer Ct.;1 (11) 500 555-0154
11944;15;Rachael;M;Rodriguez;1956-04-13;S;F;rachael18@adventure-works.com;6335 Benita Way;1 (11) 500 555-0134
11945;311;Dennis;NULL;Huang;1986-03-11;M;M;dennis7@adventure-works.com;1901 Mitchell Canyon Court;183-555-0120
11946;18;Brandy;NULL;Saunders;1956-07-02;S;F;brandy6@adventure-works.com;3809 Lancelot Dr.;1 (11) 500 555-0143
11947;14;Jenny;R;Zheng;1957-04-20;S;F;jenny21@adventure-works.com;8268 Donald Dr;1 (11) 500 555-0162
11948;17;Tasha;E;Xu;1956-10-07;M;F;tasha5@adventure-works.com;2013 Filling Ave.;1 (11) 500 555-0194
11949;374;Julia;W;Brooks;1986-05-05;S;F;julia63@adventure-works.com;1657 Morengo Ct.;845-555-0143
11950;312;Jordan;NULL;Carter;1985-03-09;M;F;jordan39@adventure-works.com;1127 Oak Street;609-555-0117
11951;35;Lacey;J;Huang;1958-02-03;M;F;lacey18@adventure-works.com;8762 Terrace;1 (11) 500 555-0121
11952;34;Dorothy;B.;Robinson;1960-03-22;S;M;dorothy3@adventure-works.com;4693 Mills Dr.;423-555-0100
11953;545;Courtney;D;Wright;1981-03-03;S;F;courtney16@adventure-works.com;445 San Carlos Avenue;366-555-0162
11954;325;Joseph;M;Garcia;1981-02-13;M;M;joseph23@adventure-works.com;1220 Bradford Way;594-555-0120
11955;325;Gabriel;L;Green;1980-10-02;S;M;gabriel45@adventure-works.com;6991 Gloria Terr.;149-555-0162
11956;300;Alexandria;NULL;Sandberg;1985-08-30;S;F;alexandria27@adventure-works.com;844 Sol Street;998-555-0194
11957;634;Courtney;NULL;Hernandez;1979-02-09;S;F;courtney14@adventure-works.com;8426 Kendall Rd.;424-555-0199
11958;611;Dylan;D;Lal;1978-07-06;S;M;dylan28@adventure-works.com;6746 River Ash Court;844-555-0156
11959;335;Elizabeth;K;Davis;1978-10-05;S;F;elizabeth9@adventure-works.com;117 Esperanza Dr;884-555-0119
11960;634;Ana;NULL;Griffin;1978-12-31;S;F;ana19@adventure-works.com;6612 Concord;377-555-0180
11961;299;Anne;A;Alvarez;1978-12-22;S;F;anne5@adventure-works.com;6318 Merriewood Dr.;297-555-0150
11962;298;Alexandra;NULL;Roberts;1982-05-28;S;F;alexandra47@adventure-works.com;9024 Grant Street;685-555-0149
11963;2;Antonio;G;Patterson;1960-12-10;M;M;antonio10@adventure-works.com;2355 Regina Lane;1 (11) 500 555-0197
11964;22;Sharon;NULL;Salavaria;1967-02-13;S;M;sharon4@adventure-works.com;5652 East View Place;109-555-0100
11965;8;Katie;B;She;1962-04-18;S;F;katie3@adventure-works.com;1174 Royal Ann Lane;1 (11) 500 555-0150
11966;32;Rafael;NULL;Black;1967-02-13;S;M;rafael44@adventure-works.com;1730 D Reliez Valley Ct.;1 (11) 500 555-0147
11967;25;Latasha;NULL;Munoz;1962-08-10;S;F;latasha7@adventure-works.com;4799 Buena Vista;1 (11) 500 555-0118
11968;9;Kelsey;G;Becker;1964-04-19;S;F;kelsey19@adventure-works.com;6577 La Canada;1 (11) 500 555-0135
11969;30;Randy;S;Xu;1964-01-22;S;M;randy14@adventure-works.com;2140 Clifford Court;1 (11) 500 555-0188
11970;552;Bailey;NULL;Collins;1984-11-12;S;F;bailey22@adventure-works.com;2578 Welle Road;968-555-0128
11971;322;Amanda;P;Adams;1979-03-03;S;F;amanda58@adventure-works.com;6730 Saddlehill Lane;592-555-0166
11972;614;Katherine;K;Williams;1979-09-20;M;F;katherine73@adventure-works.com;927 Live Oak Ave.;351-555-0197
11973;635;Caroline;NULL;Barnes;1979-08-03;S;F;caroline5@adventure-works.com;112 RaceCt;820-555-0119
11974;299;Randy;W;Sun;1979-08-07;S;M;randy15@adventure-works.com;8540 Ravenwood Dr.;156-555-0147
11975;307;Destiny;B;Garcia;1980-04-02;S;F;destiny16@adventure-works.com;1993 South Villa Way;928-555-0186
11976;12;Audrey;NULL;Ramos;1970-05-22;S;F;audrey19@adventure-works.com;598 Merry Drive;1 (11) 500 555-0176
11977;10;Bonnie;NULL;Jai;1964-11-19;M;F;bonnie17@adventure-works.com;2544 Ashley Way;1 (11) 500 555-0185
11978;322;Jackson;NULL;Washington;1977-10-18;M;M;jackson15@adventure-works.com;1374 Queens Road;644-555-0115
11979;69;Christopher;NULL;Johnson;1962-11-05;M;M;christopher25@adventure-works.com;9234 Carmel Drive;130-555-0198
11980;369;Kimberly;NULL;Richardson;1963-06-17;S;F;kimberly13@adventure-works.com;7629 Bonanza;116-555-0182
11981;616;Alexandria;NULL;Howard;1962-08-03;S;F;alexandria33@adventure-works.com;341 Victory Lane;935-555-0120
11982;359;Alexandra;NULL;Foster;1962-10-02;S;F;alexandra37@adventure-works.com;6754 Pampered Ct.;278-555-0183
11983;298;Cheryl;NULL;Ortega;1968-02-24;M;F;cheryl24@adventure-works.com;6501 West Way;354-555-0177
11984;59;Alex;NULL;Campbell;1962-12-04;M;M;alex35@adventure-works.com;4164 Kenneth Ct.;376-555-0156
11985;536;Melanie;A;Hughes;1963-05-18;M;F;melanie27@adventure-works.com;2546 Crowe Place;909-555-0153
11986;34;Max;M;Alvarez;1969-01-20;S;M;max5@adventure-works.com;4594 Rose Dr.;1 (11) 500 555-0124
11987;38;Diane;D;Vazquez;1973-05-26;M;F;diane19@adventure-works.com;6772 Geraldine Dr.;1 (11) 500 555-0128
11988;4;Kathryn;NULL;Chapman;1968-02-17;S;F;kathryn14@adventure-works.com;4095 Minert Rd.;1 (11) 500 555-0127
11989;24;Kara;NULL;Anand;1984-03-20;S;F;kara20@adventure-works.com;1088 Ash Lane;1 (11) 500 555-0130
11990;10;Joanna;J;Vazquez;1968-01-12;S;F;joanna13@adventure-works.com;198 Edie Ct.;1 (11) 500 555-0182
11991;9;Frederick;NULL;Martinez;1968-02-07;M;M;frederick14@adventure-works.com;3410 Hemlock Ave.;1 (11) 500 555-0142
11992;20;Tonya;NULL;Chande;1972-06-09;S;F;tonya14@adventure-works.com;4766 Palm Ave;1 (11) 500 555-0177
11993;4;Rosa;I;Wang;1977-09-12;S;F;rosa1@adventure-works.com;9135 Rockford Dr.;1 (11) 500 555-0178
11994;27;Leah;NULL;Hu;1977-10-18;S;F;leah16@adventure-works.com;1374 Queens Road;1 (11) 500 555-0191
11995;39;Kelvin;A;Carson;1965-12-12;M;M;kelvin11@adventure-works.com;2599 Amaranth Way;1 (11) 500 555-0149
11996;21;Veronica;NULL;Srini;1966-01-30;S;F;veronica9@adventure-works.com;4681 Deerfield Dr.;1 (11) 500 555-0173
11997;2;Kristina;NULL;Kapoor;1971-04-04;M;F;kristina1@adventure-works.com;6828 Willow Pass Road;1 (11) 500 555-0140
11998;24;Donna;NULL;Sharma;1966-02-07;M;F;donna9@adventure-works.com;1641 Overhill Rd;1 (11) 500 555-0118
11999;10;Johnny;NULL;Shan;1965-12-03;M;M;johnny11@adventure-works.com;7177 Santa Rosa;1 (11) 500 555-0145
12000;21;Ashley;NULL;Russell;1970-09-09;S;F;ashley47@adventure-works.com;9088 Ironwood Way;1 (11) 500 555-0158
12001;4;Shannon;NULL;Yang;1981-12-30;S;F;shannon5@adventure-works.com;8404 Houston Ct.;1 (11) 500 555-0134
12002;5;Adriana;A;Lopez;1969-08-05;S;F;adriana17@adventure-works.com;5420 Thornwood Drive;1 (11) 500 555-0120
12003;25;Audrey;V;Munoz;1979-09-04;S;F;audrey8@adventure-works.com;2288 Morning Way;1 (11) 500 555-0124
12004;36;Jarrod;E;Suri;1974-12-16;S;M;jarrod0@adventure-works.com;7265 Mt. Dell Dr.;1 (11) 500 555-0128
12005;24;Gilbert;C;Shen;1973-07-13;M;M;gilbert23@adventure-works.com;3798 Baird Court;1 (11) 500 555-0186
12006;27;Richard;NULL;Blue;1973-03-12;M;M;richard59@adventure-works.com;8005 Water St.;1 (11) 500 555-0159
12007;20;Shannon;NULL;Sun;1967-01-23;M;F;shannon12@adventure-works.com;2602 Glenside Court;1 (11) 500 555-0147
12008;25;Sharon;NULL;Yuan;1967-02-19;M;F;sharon13@adventure-works.com;1048 Burwood Way;1 (11) 500 555-0128
12009;11;Ann;NULL;Martinez;1963-01-31;S;F;ann22@adventure-works.com;8794 Seagull Court;1 (11) 500 555-0189
12010;27;Max;E;Serrano;1962-08-26;M;M;max16@adventure-works.com;1640 Windmill Way;1 (11) 500 555-0152
12011;32;Morgan;E;Johnson;1940-08-16;S;F;morgan24@adventure-works.com;415 Silver Cypress Ct.;1 (11) 500 555-0168
12012;2;Monica;NULL;Schmidt;1971-10-19;M;F;monica11@adventure-works.com;8711 Pepper Dr.;1 (11) 500 555-0190
12013;39;Kayla;NULL;Lewis;1958-09-04;S;F;kayla20@adventure-works.com;7421 Lavetta Way;1 (11) 500 555-0130
12014;32;Devin;J;Sanders;1954-08-09;M;M;devin65@adventure-works.com;340 Danesta Dr.;1 (11) 500 555-0152
12015;336;Jacob;K;White;1982-01-06;S;M;jacob11@adventure-works.com;3074 Ardith Drive;983-555-0167
12016;310;Meredith;NULL;Serrano;1981-06-11;S;F;meredith40@adventure-works.com;7440 Dorset Way;335-555-0184
12017;60;David;E;Simmons;1982-04-26;M;M;david48@adventure-works.com;8442 Euclid Avenue;712-555-0167
12018;359;Devin;K;Henderson;1986-01-30;M;M;devin43@adventure-works.com;685 St. Peter Court;382-555-0138
12019;374;Gabrielle;NULL;Cox;1986-05-13;S;F;gabrielle10@adventure-works.com;1585 Pacific Avenue;694-555-0126
12020;60;Olivia;NULL;Rogers;1985-03-13;M;F;olivia27@adventure-works.com;7076 Terry Lynn Lane;460-555-0156
12021;16;Deborah;NULL;Yuan;1951-08-13;S;F;deborah11@adventure-works.com;6641 Morgan Territory Rd.;1 (11) 500 555-0172
12022;553;Jose;NULL;Wright;1986-05-22;S;M;jose56@adventure-works.com;8011 Mcnutt Ave;571-555-0110
12023;310;Fernando;I;Johnson;1984-01-05;S;M;fernando2@adventure-works.com;5931 San Carlos;247-555-0143
12024;632;Samuel;NULL;Edwards;1983-12-24;S;M;samuel32@adventure-works.com;710 Longbrook Way;695-555-0151
12025;542;Logan;A;Diaz;1983-12-16;M;M;logan22@adventure-works.com;297 Mt. Tank Circle;965-555-0113
12026;383;Lucas;NULL;Flores;1984-01-14;M;M;lucas60@adventure-works.com;9431 Firestone;468-555-0132
12027;635;Haley;E;Wood;1984-04-24;M;F;haley21@adventure-works.com;9695 Notre Dame Avenue;920-555-0199
12028;335;Sarah;E;Lewis;1983-05-11;S;F;sarah23@adventure-works.com;7212 Santa Maria Ct.;417-555-0178
12029;298;Damien;NULL;Hu;1983-04-15;M;M;damien16@adventure-works.com;2119 Virginia Hills;805-555-0160
12030;618;Ana;NULL;Washington;1982-08-05;S;F;ana12@adventure-works.com;5157 Maywood Lane;129-555-0170
12031;49;Logan;H;Jai;1985-04-17;S;M;logan5@adventure-works.com;6857 La Salle Ct;720-555-0114
12032;62;Tyler;A;Taylor;1984-11-22;S;M;tyler17@adventure-works.com;5465 Janin Pl.;541-555-0177
12033;611;Kristen;A;Guo;1984-10-29;S;F;kristen15@adventure-works.com;8452 Dewing Avenue;865-555-0193
12034;33;Julian;NULL;Long;1946-09-11;M;M;julian11@adventure-works.com;9707 Daffodil Drive;1 (11) 500 555-0143
12035;31;Gerald;B;Prasad;1946-12-20;M;M;gerald39@adventure-works.com;4945 Noah Court;1 (11) 500 555-0177
12036;26;Summer;NULL;Lopez;1946-08-06;M;F;summer14@adventure-works.com;2901 Sunny Ave;1 (11) 500 555-0161
12037;21;Patricia;NULL;Chapman;1949-03-13;S;F;patricia7@adventure-works.com;5186 Elmhurst Lane;1 (11) 500 555-0114
12038;3;George;R;Vance;1949-02-06;S;M;george10@adventure-works.com;1314 Skyline Dr.;1 (11) 500 555-0197
12039;32;Ricardo;C;Nath;1948-08-12;M;M;ricardo17@adventure-works.com;4472 Galveston Ct.;1 (11) 500 555-0157
12040;359;Richard;NULL;Torres;1982-02-15;M;M;richard85@adventure-works.com;125 Keller Ridge;647-555-0134
12041;627;Seth;NULL;Martin;1986-06-03;M;M;seth15@adventure-works.com;1019 Pennsylvania Blvd;499-555-0118
12042;648;Alex;M;Carter;1981-03-26;M;M;alex39@adventure-works.com;7468 Lindley Ct.;716-555-0163
12043;322;Carson;L;Patterson;1980-03-20;M;M;carson9@adventure-works.com;4195 Sea Point Way;840-555-0139
12044;337;Madeline;G;Lopez;1979-11-24;S;F;madeline18@adventure-works.com;9687 Maywood Ln.;501-555-0149
12045;339;Luis;A;Russell;1979-12-23;S;M;luis19@adventure-works.com;9236 Woodland Drive;855-555-0185
12046;358;Alexa;NULL;Cook;1980-01-15;S;F;alexa20@adventure-works.com;3005 Banyan Way;666-555-0153
12047;383;Alexandra;NULL;Davis;1979-09-22;S;F;alexandra68@adventure-works.com;8831 San Gabriel Dr.;719-555-0185
12048;542;Kayla;L;Coleman;1983-05-16;S;F;kayla30@adventure-works.com;6869 Meier Road;225-555-0182
12049;338;Angela;NULL;Russell;1973-10-09;S;F;angela22@adventure-works.com;878 Rancho View Drive;112-555-0124
12050;336;Aaron;M;Young;1978-09-10;S;M;aaron49@adventure-works.com;6350 Plumas Court;911-555-0153
12051;343;Isaiah;E;Scott;1984-03-19;S;M;isaiah39@adventure-works.com;1987 Megan Dr.;926-555-0181
12052;355;Makayla;R;Ward;1972-11-23;S;F;makayla11@adventure-works.com;9023 Brush Creek Court;328-555-0112
12053;301;Cedric;A;Gao;1972-11-11;S;M;cedric14@adventure-works.com;4283 Meaham Drive;778-555-0133
12054;57;Luke;NULL;Diaz;1973-12-02;M;M;luke11@adventure-works.com;6377 East Avenue;670-555-0117
12055;56;Arianna;C;Richardson;1974-05-20;M;F;arianna31@adventure-works.com;1105 N. 48th St;675-555-0150
12056;54;Ian;NULL;Ward;1947-12-13;M;M;ian69@adventure-works.com;3710 Via Appia;684-555-0115
12057;627;Madeline;M;Collins;1948-09-11;M;F;madeline2@adventure-works.com;1124 Leeds Ct. West;622-555-0191
12058;322;Chloe;E;Nelson;1948-12-30;M;F;chloe6@adventure-works.com;4627 Lakefield Place;202-555-0125
12059;635;Jason;L;Jenkins;1948-11-29;M;M;jason4@adventure-works.com;8480 Zebra Street;535-555-0185
12060;66;Andrew;T;Wedge;1948-10-13;S;M;andrew22@adventure-works.com;9263 Mt. Mckinley Ct.;842-555-0146
12061;62;Bryce;NULL;Brooks;1948-11-05;M;M;bryce2@adventure-works.com;5508 Glenmount Dr.;110-555-0161
12062;358;Edward;H;Long;1949-12-02;M;M;edward58@adventure-works.com;9837 Larkwood Ct;379-555-0182
12063;609;Xavier;NULL;Martinez;1950-03-08;M;M;xavier15@adventure-works.com;3644 Rosarita;957-555-0160
12064;539;John;D;White;1955-10-06;S;M;john50@adventure-works.com;244 La Cadena;161-555-0125
12065;618;Isaiah;A;Collins;1949-12-31;M;M;isaiah24@adventure-works.com;745 Harvey Way;869-555-0152
12066;338;Wyatt;L;Powell;1950-02-09;M;M;wyatt60@adventure-works.com;8728 Argyll Ave.;788-555-0163
12067;355;Aaron;NULL;Bryant;1950-05-14;S;M;aaron17@adventure-works.com;2325 Candywood Ct;754-555-0137
12068;345;Maria;L;Jenkins;1949-11-19;S;F;maria30@adventure-works.com;1113 Catherine Way;189-555-0198
12069;307;Garrett;S;Kelly;1950-05-01;M;M;garrett6@adventure-works.com;7129 N Larwin Ave.;694-555-0142
12070;300;Luke;J;Ross;1950-03-03;M;M;luke22@adventure-works.com;2749 Greenbush Drive;258-555-0153
12071;300;Robert;NULL;Robinson;1949-09-30;M;M;robert78@adventure-works.com;9896 Walkim Court;190-555-0141
12072;334;Tristan;NULL;Ross;1950-02-21;M;M;tristan4@adventure-works.com;5862 Crivello Ave.;805-555-0133
12073;334;Thomas;G;Rodriguez;1950-02-20;M;M;thomas68@adventure-works.com;8094 Roxbury Drive;972-555-0135
12074;59;Megan;R;Jenkins;1961-04-22;S;F;megan57@adventure-works.com;2603 Condor Place;661-555-0160
12075;618;Cameron;NULL;Griffin;1949-12-24;S;M;cameron16@adventure-works.com;7330 Saddlehill Lane;319-555-0148
12076;322;Chloe;W;Washington;1955-02-22;M;F;chloe80@adventure-works.com;9115 Arthur Rd.;276-555-0136
12077;65;Nicole;M;Sandberg;1956-03-17;S;F;nicole47@adventure-works.com;1742 Breck Court;371-555-0196
12078;648;Jose;W;Edwards;1950-08-18;M;M;jose39@adventure-works.com;9601 Santa Fe Dr.;171-555-0119
12079;343;Nathaniel;NULL;Cooper;1956-10-09;M;M;nathaniel9@adventure-works.com;9566 Pine Hollow Road;299-555-0194
12080;49;Grace;NULL;Sanchez;1951-12-07;S;F;grace26@adventure-works.com;8844 Fitzpatrick Drive;207-555-0158
12081;59;Kaitlyn;A;Perez;1957-06-01;S;F;kaitlyn10@adventure-works.com;8089 Mariposa Ct.;154-555-0159
12082;315;Lauren;NULL;Sanchez;1952-04-10;M;F;lauren0@adventure-works.com;5379 Treasure Island Way;694-555-0111
12083;614;Kayla;NULL;Alexander;1951-08-28;M;F;kayla43@adventure-works.com;2908 Piper Ridge Court;179-555-0179
12084;545;Aidan;O;Perry;1953-02-03;M;M;aidan8@adventure-works.com;4772 Ravenwood;932-555-0175
12085;547;Tyler;NULL;Rodriguez;1953-06-23;M;M;tyler20@adventure-works.com;8980 Logan Court;935-555-0186
12086;62;Emily;R;Clark;1953-02-09;S;F;emily20@adventure-works.com;5368 Pierce Ct.;165-555-0198
12087;334;Sean;NULL;Cook;1958-07-10;S;M;sean29@adventure-works.com;2715 Euclid Ave.;390-555-0114
12088;548;Lauren;E;Thompson;1953-01-18;S;F;lauren33@adventure-works.com;9657 Wiget Lane;123-555-0163
12089;54;Nathaniel;NULL;Richardson;1958-10-20;M;M;nathaniel10@adventure-works.com;1881 Pinehurst Court;170-555-0160
12090;62;Savannah;M;Carter;1954-01-02;M;F;savannah32@adventure-works.com;2582 South Ranchford Ct.;838-555-0118
12091;536;Eddie;NULL;Munoz;1959-11-09;M;M;eddie7@adventure-works.com;3005 Potomac Drive;806-555-0179
12092;612;Austin;L;White;1953-08-08;M;M;austin48@adventure-works.com;6872 Sandalwood Dr.;389-555-0198
12093;300;Levi;NULL;Chandra;1954-05-08;M;M;levi1@adventure-works.com;5974 Sequoia Drive;990-555-0126
12094;335;Bailey;A;Bailey;1954-03-19;M;F;bailey13@adventure-works.com;1723 StandingView Dr. Dr;873-555-0132
12095;336;Austin;K;Griffin;1953-08-24;M;M;austin17@adventure-works.com;7719 Athene Dr;372-555-0193
12096;358;Caitlin;NULL;Brooks;1953-08-26;M;F;caitlin1@adventure-works.com;458 Las Ramblas;425-555-0131
12097;65;Sean;L;Allen;1955-05-13;S;M;sean49@adventure-works.com;4895 Cypress Ave.;109-555-0183
12098;641;Grace;L;Clark;1955-04-24;S;F;grace18@adventure-works.com;5235 Darnett Circle;135-555-0124
12099;648;Sydney;NULL;Hall;1955-05-18;S;F;sydney86@adventure-works.com;4985 Claudia Dr.;514-555-0134
12100;301;Jon;NULL;Sun;1954-10-22;S;M;jon33@adventure-works.com;9211 Holiday Hills Drive;183-555-0190
12101;345;Logan;NULL;Patterson;1954-10-22;S;M;logan13@adventure-works.com;9211 Holiday Hills Drive;703-555-0171
12102;347;Devin;K;Simmons;1954-12-02;M;M;devin53@adventure-works.com;3716 D Mt. Hood Circle;250-555-0138
